genres;main_genre;;;
illbient;Downtempo and Ambient;;;
egyptian traditional;Utility;;;
russian modern jazz;Jazz;;;
guitar case;Not_assignable;;;
belgian experimental;Not_assignable;;;
singaporean metal;Heavy Metal;;;
belfast indie;Pop;;;
instrumental black metal;Heavy Metal;;;
japanese black metal;Heavy Metal;;;
deep eurodance;Dance Music, Techno and House;;;
kantele;Not_assignable;;;
djembe;Not_assignable;;;
sakura wars;Utility;;;
javanese gamelan;Utility;;;
metalcore espanol;Heavy Metal;;;
italian classical guitar;Utility;;;
bikutsi;Utility;;;
vintage reggae;Reggae;;;
deep indie rock;Rock;;;
muzica bisericeasca;Utility;;;
saxophone trio;Jazz;;;
colorado hardcore;Not_assignable;;;
gothic doom;Heavy Metal;;;
ceilidh;Utility;;;
min'yo;Utility;;;
lithuanian jazz;Jazz;;;
punk ska;Reggae;;;
deep motown;R&B;;;
middle eastern traditional;Utility;;;
string orchestra;Classical;;;
canadian choir;Not_assignable;;;
bengali folk;Folk;;;
modern mod;R&B;;;
austrian choir;Not_assignable;;;
cantonese opera;Classical;;;
cerkes muzikleri;Utility;;;
somatik techno;Dance Music, Techno and House;;;
guqin;Utility;;;
metal tico;Heavy Metal;;;
finnish contemporary classical;Classical;;;
hard chime;Not_assignable;;;
deep power-pop punk;Rock;;;
african experimental;Not_assignable;;;
african metal;Heavy Metal;;;
israeli traditional;Utility;;;
ukrainian choir;Not_assignable;;;
deep chill-out;Downtempo and Ambient;;;
re:techno;Dance Music, Techno and House;;;
brazilian post-rock;Rock;;;
lagu maluku;Not_assignable;;;
musica rapa nui;Utility;;;
punk tico;Rock;;;
rock abc paulista;Rock;;;
croatian folk;Folk;;;
gwoka;Utility;;;
indie nica;Pop;;;
musica londrinense;Utility;;;
indie tucumano;Pop;;;
musique soninke;Not_assignable;;;
acid idm;Dance Music, Techno and House;;;
king of prism;Not_assignable;;;
spanish death metal;Heavy Metal;;;
kentucky mountain folk;Folk;;;
lagu betawi;Utility;;;
charred death;Heavy Metal;;;
vintage old-time;Folk;;;
bodo pop;Pop;;;
tulum;Not_assignable;;;
georgian polyphony;Utility;;;
sound collage;Not_assignable;;;
izvorna muzika;Utility;;;
punk ecuatoriano;Rock;;;
folklore panameno;Utility;;;
brazilian surf rock;Rock;;;
trecento;Classical;;;
contemporary classical piano;Classical;;;
field recording;Not_assignable;;;
vintage french psychedelic;Rock;;;
indonesian bamboo;Utility;;;
british electroacoustic;Downtempo and Ambient;;;
lombok indie;Pop;;;
czech classical piano;Classical;;;
starmyu;Not_assignable;;;
h8000;Rock;;;
mexican electronic;Dance Music, Techno and House;;;
pontianak indie;Pop;;;
deep surf music;Rock;;;
trombone brasileiro;Not_assignable;;;
shanghai indie;Pop;;;
czsk black metal;Heavy Metal;;;
belgian hardcore;Not_assignable;;;
portuguese post-rock;Rock;;;
sinhala edm;Dance Music, Techno and House;;;
haitian traditional;Utility;;;
kosovan folk;Folk;;;
lagu karo;Not_assignable;;;
icelandic traditional;Utility;;;
norwegian punk;Rock;;;
proto-rap;Rap and Hip-Hop;;;
mexican power metal;Heavy Metal;;;
french contemporary classical;Classical;;;
afrikaans folk;Folk;;;
psybreaks;Dance Music, Techno and House;;;
antilliaanse folklore;Utility;;;
indonesian thrash metal;Heavy Metal;;;
musica mato-grossense;Utility;;;
indie queretano;Pop;;;
german grindcore;Heavy Metal;;;
portuguese contemporary classical;Classical;;;
italian contemporary classical;Classical;;;
baps;Not_assignable;;;
indie catracho;Pop;;;
musica blumenauense;Not_assignable;;;
ceske chvaly;Utility;;;
cosmic uplifting trance;Dance Music, Techno and House;;;
musique traditionnelle congolaise;Utility;;;
boy soprano;Classical;;;
italian orchestra;Classical;;;
moravian folk;Folk;;;
hard stoner rock;Rock;;;
polish metalcore;Heavy Metal;;;
dweilorkest;Utility;;;
lesotho traditional;Utility;;;
santur;Not_assignable;;;
italian bass;Dance Music, Techno and House;;;
korean traditional;Utility;;;
thai psychedelic;Rock;;;
karelian folk;Folk;;;
greek clarinet;Not_assignable;;;
glitter trance;Dance Music, Techno and House;;;
folclore extremeno;Utility;;;
deep hardtechno;Dance Music, Techno and House;;;
classical guitar quartet;Classical;;;
classical piano trio;Classical;;;
song poem;Not_assignable;;;
folklore quebecois;Utility;;;
deep space rock;Rock;;;
moorish traditional;Utility;;;
italian rockabilly;Rock;;;
korean experimental;Not_assignable;;;
muzica banateana;Utility;;;
lai hla;Not_assignable;;;
gong;Not_assignable;;;
brazilian grindcore;Heavy Metal;;;
bury st edmunds indie;Pop;;;
malawian folk;Folk;;;
rap sergipano;Rap and Hip-Hop;;;
classical oboe;Classical;;;
alandsk musik;Utility;;;
inuit traditional;Utility;;;
jazz caraibes;Jazz;;;
metal galego;Heavy Metal;;;
icelandic choir;Not_assignable;;;
musica piemonteisa;Utility;;;
novos talentos brasileiros;Not_assignable;;;
deep hardcore punk;Rock;;;
esperanto;Not_assignable;;;
dombra;Not_assignable;;;
lagu bugis;Utility;;;
italo beats;Dance Music, Techno and House;;;
deep breakcore;Dance Music, Techno and House;;;
muzica maramureseana;Utility;;;
lithuanian metal;Heavy Metal;;;
kikuyu pop;Pop;;;
brazilian classical piano;Classical;;;
rock paraense;Rock;;;
kikuyu gospel;Utility;;;
maltese metal;Heavy Metal;;;
albanian folk;Folk;;;
israeli classical;Classical;;;
chill-out trance;Dance Music, Techno and House;;;
chinese wind;Utility;;;
cimbalom;Not_assignable;;;
borneo traditional;Utility;;;
serbian metal;Heavy Metal;;;
cryptic black metal;Heavy Metal;;;
deep latin jazz;Jazz;;;
slovak metal;Heavy Metal;;;
vintage gospel;Utility;;;
portuguese early music;Utility;;;
jazz tuba;Jazz;;;
recorder;Not_assignable;;;
deep pop emo;Rock;;;
orkiestra symfoniczna;Classical;;;
spanish contemporary classical;Classical;;;
classic nz country;Country;;;
aghani lil-atfal;Not_assignable;;;
dizi;Classical;;;
romanian classical piano;Classical;;;
caucasian folk;Folk;;;
metal paraguayo;Heavy Metal;;;
band organ;Not_assignable;;;
goa psytrance;Dance Music, Techno and House;;;
northumbrian folk;Folk;;;
historic orchestral performance;Classical;;;
jota aragonesa;Utility;;;
botswanan pop;Pop;;;
viola;Classical;;;
animal singing;Not_assignable;;;
taiwan experimental;Not_assignable;;;
magyar kabare;Not_assignable;;;
polish noise rock;Rock;;;
irish experimental;Not_assignable;;;
santa fe indie;Pop;;;
metal cearense;Heavy Metal;;;
experimental poetry;Not_assignable;;;
danish contemporary classical;Classical;;;
indie emo rock;Rock;;;
metal cristao;Heavy Metal;;;
black noise;Dance Music, Techno and House;;;
latvian metal;Heavy Metal;;;
dub product;Dance Music, Techno and House;;;
korean hardcore;Rock;;;
belfast metal;Heavy Metal;;;
jazz composition;Jazz;;;
chamber ensemble;Classical;;;
shehnai;Not_assignable;;;
moroccan traditional;Utility;;;
turkish black metal;Heavy Metal;;;
metal uruguayo;Heavy Metal;;;
cimbalova muzika;Utility;;;
indie nordeste argentino;Pop;;;
dubstep product;Dance Music, Techno and House;;;
ringtone;Not_assignable;;;
deep indie pop;Pop;;;
latin american baroque;Latin American music;;;
troubadour;Not_assignable;;;
turkmen hip hop;Rap and Hip-Hop;;;
thai traditional;Utility;;;
traditional irish singing;Utility;;;
indonesian black metal;Heavy Metal;;;
classical guitar duo;Not_assignable;;;
malian traditional;Utility;;;
post-rock latinoamericano;Rock;;;
french orchestra;Classical;;;
musica sinfonica;Classical;;;
musica amapaense;Utility;;;
korean classical piano;Classical;;;
modern free jazz;Jazz;;;
tatar folk;Folk;;;
irish modern jazz;Jazz;;;
frevo;Latin American music;;;
marcha funebre;Utility;;;
black metal argentino;Heavy Metal;;;
folclore navarra;Utility;;;
ethiopian traditional;Utility;;;
deep neo-synthpop;Pop;;;
italian baritone;Classical;;;
russian oi;Rock;;;
botswana traditional;Utility;;;
baltic black metal;Heavy Metal;;;
baltic choir;Utility;;;
spanish black metal;Heavy Metal;;;
ghoststep;Dance Music, Techno and House;;;
minnesang;Classical;;;
deep delta blues;Jazz;;;
bulgarian experimental;Not_assignable;;;
hard dance;Dance Music, Techno and House;;;
jangle rock;Rock;;;
french rockabilly;Rock;;;
cante alentejano;Utility;;;
metal pernambucano;Heavy Metal;;;
wagnerian singing;Utility;;;
maldivian pop;Pop;;;
malaysian traditional;Utility;;;
bohol indie;Pop;;;
czech hardcore;Rock;;;
indonesian electronic;Dance Music, Techno and House;;;
italian heavy metal;Heavy Metal;;;
glass;Not_assignable;;;
nu electro;Dance Music, Techno and House;;;
harmonikka;Not_assignable;;;
nordnorsk ponk;Rock;;;
grunge argentina;Rock;;;
art song;Not_assignable;;;
appenzeller folk;Folk;;;
estonian jazz;Jazz;;;
galician jazz;Jazz;;;
vintage rockabilly;Rock;;;
organetto;Not_assignable;;;
rock nacional feminino;Rock;;;
landler;Utility;;;
fife and drum;Utility;;;
classical contralto;Classical;;;
ars subtilior;Classical;;;
musique traditionnelle comorienne;Utility;;;
lok dohori;Utility;;;
central american metal;Heavy Metal;;;
musica mogiana;Utility;;;
italian industrial;Industrial and Gothic;;;
luxembourgian electronic;Dance Music, Techno and House;;;
metal baiano;Heavy Metal;;;
iranian metal;Heavy Metal;;;
ethnomusicology;Utility;;;
deep symphonic black metal;Heavy Metal;;;
korean phantom singer;Not_assignable;;;
twin cities indie;Pop;;;
new zealand classical;Classical;;;
czech contemporary classical;Classical;;;
classical piano duo;Classical;;;
baltic classical piano;Classical;;;
ladakhi pop;Pop;;;
alphorn;Not_assignable;;;
deep smooth r&b;R&B;;;
jewish cantorial;Classical;;;
suomisaundi;Dance Music, Techno and House;;;
vietnamese traditional;Utility;;;
australian choir;Not_assignable;;;
chilean black metal;Heavy Metal;;;
modern downshift;Rock;;;
jaw harp;Not_assignable;;;
trouvere;Classical;;;
nadaswaram;Utility;;;
taarab;Utility;;;
metis fiddle;Folk;;;
uyghur folk;Folk;;;
balkan classical piano;Classical;;;
rhythm and boogie;Jazz;;;
canto a tenore;Classical;;;
balochi pop;Pop;;;
vintage swoon;Pop;;;
baroque violin;Not_assignable;;;
bells;Not_assignable;;;
historical keyboard;Not_assignable;;;
tanzanian traditional;Utility;;;
hawaiian punk;Rock;;;
necrogrind;Rock;;;
alternative hardcore;Not_assignable;;;
police band;Rock;;;
musica roraimense;Utility;;;
shantykoren;Utility;;;
cypriot metal;Heavy Metal;;;
musica puntana;Utility;;;
trad jazz catala;Jazz;;;
deep deep tech house;Dance Music, Techno and House;;;
baoule;Utility;;;
indie tabasqueno;Utility;;;
ethereal gothic;Industrial and Gothic;;;
rock cristao fluminense;Rock;;;
metal balear;Heavy Metal;;;
deep orgcore;Rock;;;
caribbean metal;Heavy Metal;;;
handbells;Not_assignable;;;
mexican black metal;Heavy Metal;;;
ainu folk;Folk;;;
euphonium;Not_assignable;;;
irish death metal;Heavy Metal;;;
polish experimental;Not_assignable;;;
luxembourgian metal;Heavy Metal;;;
pibroch;Utility;;;
montana metal;Heavy Metal;;;
brazilian doom metal;Heavy Metal;;;
classical horn;Classical;;;
baroque woodwind;Classical;;;
twee indie pop;Pop;;;
drone psych;Not_assignable;;;
gayageum;Utility;;;
chip hop;Rap and Hip-Hop;;;
cantonese traditional;Utility;;;
central asian folk;Folk;;;
burkinabe traditional;Utility;;;
portuguese experimental;Not_assignable;;;
austrian contemporary classical;Classical;;;
classical saxophone quartet;Classical;;;
schrammelmusik;Utility;;;
metal nortista;Heavy Metal;;;
musique alsacienne;Classical;;;
yiddish folk;Folk;;;
dark electro-industrial;Industrial and Gothic;;;
metal catarinense;Heavy Metal;;;
classical tuba;Classical;;;
musica maringaense;Rock;;;
balikpapan indie;Utility;;;
italian violin;Classical;;;
musica ponta-grossense;Rock;;;
opera chorus;Classical;;;
rock noise;Rock;;;
peruvian death metal;Heavy Metal;;;
vanuatu music;Utility;;;
polish early music;Classical;;;
puerto rican metal;Heavy Metal;;;
polish choir;Not_assignable;;;
lagu lampung;Utility;;;
lagu jambi;Utility;;;
balochi folk;Folk;;;
pygmy music;Utility;;;
venezuelan metal;Heavy Metal;;;
kazakh traditional;Utility;;;
korean contemporary classical;Classical;;;
swedish jazz orkester;Jazz;;;
cinematic dubstep;Dance Music, Techno and House;;;
tahitian traditional;Utility;;;
sarangi;Not_assignable;;;
belgian classical piano;Classical;;;
indonesian indigenous;Utility;;;
zampogna;Not_assignable;;;
draaiorgel;Not_assignable;;;
baroque cello;Classical;;;
swiss contemporary classical;Classical;;;
bothy ballad;Utility;;;
classical bassoon;Classical;;;
vintage western;Country;;;
gay chorus;Not_assignable;;;
kaba gaida;Utility;;;
peruvian experimental;Utility;;;
albanian iso polyphony;Utility;;;
romanian contemporary classical;Classical;;;
faroese jazz;Jazz;;;
lagu madura;Utility;;;
ghanaian traditional;Utility;;;
burmese traditional;Utility;;;
polish free jazz;Jazz;;;
metal piauiense;Heavy Metal;;;
quatuor a cordes;Classical;;;
burundian traditional;Utility;;;
school choir;Not_assignable;;;
kyrgyz traditional;Utility;;;
rwandan traditional;Utility;;;
cambodian traditional;Utility;;;
wind quintet;Classical;;;
swiss classical piano;Classical;;;
uzbek traditional;Utility;;;
wandelweiser;Not_assignable;;;
tanci;Utility;;;
chinese opera;Classical;;;
school ensemble;Not_assignable;;;
italian mezzo-soprano;Classical;;;
papuan traditional;Utility;;;
historic string quartet;Classical;;;
mazandarani folk;Folk;;;
kenyan traditional;Utility;;;
musica timor-leste;Utility;;;
italian choir;Folk;;;
yemeni traditional;Utility;;;
tajik traditional;Utility;;;
lao traditional;Utility;;;
wind ensemble;Classical;;;
quartetto d'archi;Classical;;;
hungarian choir;Utility;;;
ugandan traditional;Folk;;;
baroque brass;Utility;;;
yunnan traditional;Utility;;;
trallalero;Utility;;;
classical string trio;Classical;;;
swazi traditional;Utility;;;
himene tarava;Utility;;;
youth orchestra;Classical;;;
