genres;main_genre;;;
deep uplifting trance;Dance Music, Techno and House;;;
kyushu indie;Pop;;;
jazz clarinet;Jazz;;;
rock alternatif francais;Rock;;;
ecuadorian indie;Pop;;;
italian tech house;Dance Music, Techno and House;;;
tennessee metal;Heavy Metal;;;
deathgrass;Dance Music, Techno and House;;;
soviet synthpop;Pop;;;
neo-rockabilly;Rock;;;
kundiman;Utility;;;
christchurch indie;Pop;;;
vintage jazz;Jazz;;;
tamborazo;Latin American music;;;
danish indie pop;Pop;;;
vietnamese bolero;Utility;;;
ska espanol;Reggae;;;
york indie;Pop;;;
mandolin;Not_assignable;;;
north carolina emo;Rock;;;
heavy alternative;Heavy Metal;;;
miami bass;Dance Music, Techno and House;;;
dunedin indie;Pop;;;
beats;Lo-Fi;;;
southern metal;Heavy Metal;;;
thai indie;Pop;;;
classic dutch pop;Pop;;;
mgpjr;Not_assignable;;;
ai;Not_assignable;;;
swedish house;Dance Music, Techno and House;;;
manitoba indie;Pop;;;
hiplife;Utility;;;
black thrash;Heavy Metal;;;
canadian indie folk;Folk;;;
instrumental stoner rock;Rock;;;
straight-ahead jazz;Jazz;;;
tampa indie;Pop;;;
mexican metal;Heavy Metal;;;
pokemon;Not_assignable;;;
rai algerien;Utility;;;
indie cordoba;Pop;;;
wu fam;Not_assignable;;;
judaica;Not_assignable;;;
south african jazz;Jazz;;;
glitch pop;Pop;;;
finnish punk;Rock;;;
operetta;Classical;;;
brazilian thrash metal;Heavy Metal;;;
comptine;Not_assignable;;;
german indie pop;Pop;;;
italian power metal;Heavy Metal;;;
rennes indie;Pop;;;
jazz drums;Jazz;;;
indonesian indie pop;Pop;;;
kompa gouyad;Utility;;;
renaissance;Classical;;;
symphonic death metal;Heavy Metal;;;
huayno popular;Utility;;;
russian folk;Folk;;;
manipuri pop;Pop;;;
okc indie;Pop;;;
rock viet;Rock;;;
blasmusik;Utility;;;
soul flow;Rap and Hip-Hop;;;
australian metal;Heavy Metal;;;
japanese guitar;Not_assignable;;;
electrofox;Dance Music, Techno and House;;;
deep dnb;Dance Music, Techno and House;;;
bhojpuri pop;Pop;;;
deep soundtrack;Not_assignable;;;
czech singer-songwriter;Not_assignable;;;
spa;Lo-Fi;;;
vocal trance;Dance Music, Techno and House;;;
riddim dubstep;Dance Music, Techno and House;;;
grand rapids indie;Pop;;;
432hz;Not_assignable;;;
leeds indie;Pop;;;
zen;Utility;;;
brazilian hardcore;Not_assignable;;;
broken beat;Dance Music, Techno and House;;;
alternative ccm;Utility;;;
gothic black metal;Heavy Metal;;;
son cubano;Latin American music;;;
manso indie;Pop;;;
zouglou;Pop;;;
minimal melodic techno;Dance Music, Techno and House;;;
grindcore;Heavy Metal;;;
mbalax;Pop;;;
autonomous black metal;Heavy Metal;;;
full on;Dance Music, Techno and House;;;
rap capixaba;Rap and Hip-Hop;;;
gothic americana;Not_assignable;;;
japanese disney;Not_assignable;;;
tulsa indie;Pop;;;
crust punk;Rock;;;
minimal wave;Dance Music, Techno and House;;;
luk thung;Utility;;;
indonesian blues;Jazz;;;
musica tabasquena;Not_assignable;;;
galician rock;Rock;;;
swedish synth;Pop;;;
rebetiko;Utility;;;
sydney indie;Pop;;;
rock keyboard;Rock;;;
russian nu metal;Heavy Metal;;;
jazz double bass;Jazz;;;
nz christian;Utility;;;
zamba;Latin American music;;;
russian trance;Dance Music, Techno and House;;;
slovenian electronic;Dance Music, Techno and House;;;
doujin;Utility;;;
french baroque;Classical;;;
norwegian contemporary jazz;Jazz;;;
igbo pop;Pop;;;
austrian indie;Pop;;;
irish indie rock;Rock;;;
spanish folk rock;Rock;;;
rhode island indie;Pop;;;
musica capixaba;Not_assignable;;;
jazz organ;Jazz;;;
waiata maori;Utility;;;
atlanta punk;Rock;;;
viola caipira;Latin American music;;;
charanga;Latin American music;;;
ulkucu sarkilar;Utility;;;
cincinnati rap;Rap and Hip-Hop;;;
cantautor catala;Not_assignable;;;
carimbo;Latin American music;;;
hindustani classical;Classical;;;
metal mineiro;Heavy Metal;;;
neue deutsche todeskunst;Rock;;;
experimental house;Dance Music, Techno and House;;;
vintage hollywood;Not_assignable;;;
hamilton on indie;Pop;;;
rap kreyol;Rap and Hip-Hop;;;
acid techno;Dance Music, Techno and House;;;
zillertal;Not_assignable;;;
indonesian ska;Reggae;;;
carnaval limburg;Not_assignable;;;
lapland metal;Heavy Metal;;;
guyanese pop;Pop;;;
soukous;Pop;;;
bulgarian hip hop;Rap and Hip-Hop;;;
halftime dnb;Dance Music, Techno and House;;;
kurdish folk;Folk;;;
beatboxing;Rap and Hip-Hop;;;
serbian hip hop;Rap and Hip-Hop;;;
tunisian pop;Pop;;;
pinoy praise;Utility;;;
connecticut hardcore;Not_assignable;;;
kaneka;Utility;;;
middle east hip hop;Rap and Hip-Hop;;;
vgm instrumental;Lo-Fi;;;
japanese rockabilly;Rock;;;
romanian electronic;Dance Music, Techno and House;;;
euskal musica;Utility;;;
sunnlensk tonlist;Not_assignable;;;
christian hard rock;Rock;;;
classic nz pop;Pop;;;
sheilat;Not_assignable;;;
nu age;Lo-Fi;;;
galante era;Classical;;;
rap liegeois;Rap and Hip-Hop;;;
dark black metal;Heavy Metal;;;
post-black metal;Heavy Metal;;;
rochester ny indie;Pop;;;
british black metal;Heavy Metal;;;
persian rock;Rock;;;
nepali indie;Pop;;;
21st century classical;Classical;;;
romanian rock;Rock;;;
munich electronic;Dance Music, Techno and House;;;
kenyan pop;Pop;;;
opera;Classical;;;
boogie-woogie;Jazz;;;
brazilian groove metal;Heavy Metal;;;
slam poetry;Not_assignable;;;
german ccm;Utility;;;
japanese celtic;Not_assignable;;;
musica costarricense;Utility;;;
new wave of thrash metal;Heavy Metal;;;
musiikkia lapsille;Not_assignable;;;
korean indie folk;Folk;;;
rock chapin;Rock;;;
family gospel;Utility;;;
korean trap;Rap and Hip-Hop;;;
kabyle;Utility;;;
modern cello;Not_assignable;;;
ambient idm;Dance Music, Techno and House;;;
musica ayacuchana;Not_assignable;;;
icelandic electronic;Dance Music, Techno and House;;;
comedia;Not_assignable;;;
bass music;Dance Music, Techno and House;;;
pop ambient;Pop;;;
porro;Utility;;;
nz folk;Folk;;;
detroit house;Dance Music, Techno and House;;;
gujarati garba;Utility;;;
disney espanol;Not_assignable;;;
belarusian electronic;Dance Music, Techno and House;;;
spanish invasion;Not_assignable;;;
j-core;Dance Music, Techno and House;;;
charlotte nc indie;Pop;;;
paraguayan rock;Rock;;;
persian alternative;Not_assignable;;;
48g;Not_assignable;;;
nwocr;Rock;;;
sinaloa indie;Pop;;;
pakistani indie;Pop;;;
danish post-punk;Rock;;;
neotango;Latin American music;;;
fort worth indie;Pop;;;
deep chill;Lo-Fi;;;
jazz cubano;Jazz;;;
indonesian indie rock;Rock;;;
folclor afrocolombiano;Utility;;;
brazilian progressive metal;Heavy Metal;;;
greek metal;Heavy Metal;;;
black punk;Rock;;;
hardtekk;Dance Music, Techno and House;;;
german tech house;Dance Music, Techno and House;;;
native american flute;Utility;;;
funana;Utility;;;
taiwanese indie;Pop;;;
welsh hip hop;Rap and Hip-Hop;;;
hamburg indie;Pop;;;
bath indie;Pop;;;
cumbia boliviana;Latin American music;;;
brazilian post-hardcore;Rock;;;
australian ska;Reggae;;;
taiwan punk;Rock;;;
asheville indie;Pop;;;
modular synth;Not_assignable;;;
japanese garage rock;Rock;;;
symfonicky orchestr;Classical;;;
japanese underground rap;Rap and Hip-Hop;;;
smooth soul;R&B;;;
punk chileno;Rock;;;
technical groove metal;Heavy Metal;;;
musica istmena;Not_assignable;;;
miami indie;Pop;;;
connecticut indie;Pop;;;
progressive doom;Heavy Metal;;;
gainesville indie;Pop;;;
nueva trova chilena;Latin American music;;;
waiata mo tamariki;Not_assignable;;;
ambient techno;Dance Music, Techno and House;;;
trap cristao;Rap and Hip-Hop;;;
okinawan folk;Folk;;;
pakistani folk;Folk;;;
hard trance;Dance Music, Techno and House;;;
brutal deathcore;Heavy Metal;;;
hokkien pop;Pop;;;
new delhi indie;Pop;;;
indie emo;Rock;;;
persian electronic;Dance Music, Techno and House;;;
funk evangelico;R&B;;;
alabama metal;Heavy Metal;;;
singing bowl;Not_assignable;;;
indonesian emo;Rock;;;
power blues-rock;Rock;;;
funk capixaba;R&B;;;
classic greek rock;Rock;;;
armenian pop;Pop;;;
huayno peruano;Latin American music;;;
musica indigena latinoamericana;Not_assignable;;;
trival;Latin American music;;;
pittsburgh rock;Rock;;;
salsa urbana;Latin American music;;;
michigan indie;Pop;;;
cantautora argentina;Not_assignable;;;
geek rock;Rock;;;
ethio-jazz;Jazz;;;
modern old-time;Folk;;;
progressive power metal;Heavy Metal;;;
kizomba antigas;Utility;;;
miami metal;Heavy Metal;;;
talentkonkurranse;Not_assignable;;;
dreamgaze;Not_assignable;;;
deep soul house;Dance Music, Techno and House;;;
indie valenciana;Pop;;;
german opera;Classical;;;
chinese manyao;Not_assignable;;;
phoenix indie;Pop;;;
traditional ska;Reggae;;;
sandalwood;Not_assignable;;;
marching band;Not_assignable;;;
victorian britain;Classical;;;
swiss trap;Rap and Hip-Hop;;;
instrumental surf;Rock;;;
ethiopian pop;Pop;;;
german jazz;Jazz;;;
trance mexicano;Dance Music, Techno and House;;;
musica afroperuana;Utility;;;
gothic alternative;Industrial and Gothic;;;
french punk;Rock;;;
hungarian edm;Dance Music, Techno and House;;;
dissonant death metal;Heavy Metal;;;
german indie rock;Rock;;;
german show tunes;Not_assignable;;;
musica paraibana;Utility;;;
turkish electronic;Dance Music, Techno and House;;;
deep smooth jazz;Jazz;;;
rap angolano;Rap and Hip-Hop;;;
hypnosis mic;Not_assignable;;;
vispop;Pop;;;
sci-fi metal;Heavy Metal;;;
spanish reggae;Reggae;;;
vintage dutch pop;Pop;;;
warrington indie;Pop;;;
christian afrobeat;R&B;;;
rare groove;Jazz;;;
eventyr;Not_assignable;;;
indie rock peruano;Rock;;;
catalan folk;Folk;;;
ambient psychill;Downtempo and Ambient;;;
drone folk;Folk;;;
carnatic vocal;Utility;;;
children's story;Not_assignable;;;
jazz vibraphone;Jazz;;;
deep idm;Dance Music, Techno and House;;;
swedish black metal;Heavy Metal;;;
detroit techno;Dance Music, Techno and House;;;
danish modern jazz;Jazz;;;
technical thrash;Heavy Metal;;;
boston hardcore;Rock;;;
british comedy;Not_assignable;;;
twoubadou;Utility;;;
bajki;Not_assignable;;;
pop paraguayo;Pop;;;
drill beats;Rap and Hip-Hop;;;
alt-idol;Rock;;;
deep disco;Dance Music, Techno and House;;;
devon indie;Pop;;;
plena uruguaya;Utility;;;
cinematic post-rock;Rock;;;
anarcho-punk;Rock;;;
reggae maghreb;Reggae;;;
campursari;Utility;;;
tekno;Dance Music, Techno and House;;;
carnatic;Not_assignable;;;
coco;Utility;;;
german thrash metal;Heavy Metal;;;
technical deathcore;Heavy Metal;;;
one-person band;Not_assignable;;;
italian trance;Dance Music, Techno and House;;;
indie platense;Pop;;;
kentucky metal;Heavy Metal;;;
sound art;Not_assignable;;;
rap francais nouvelle vague;Rap and Hip-Hop;;;
bardcore;Rock;;;
deep big room;Dance Music, Techno and House;;;
tamaulipas indie;Pop;;;
north carolina metal;Heavy Metal;;;
cypriot pop;Pop;;;
classic sinhala pop;Pop;;;
commons;Rap and Hip-Hop;;;
new mexico music;Folk;;;
andean flute;Not_assignable;;;
hangpan;Not_assignable;;;
denver indie;Pop;;;
jordanian pop;Pop;;;
beat italiano;Dance Music, Techno and House;;;
slovenian pop;Pop;;;
korean underground rap;Rap and Hip-Hop;;;
musica yucateca;Folk;;;
nice indie;Pop;;;
traditional british folk;Folk;;;
classic australian country;Country;;;
corrosion;Rock;;;
cumbia surena;Latin American music;;;
chinese audiophile;Not_assignable;;;
ugandan pop;Pop;;;
kids hip hop;Rap and Hip-Hop;;;
korean electronic;Dance Music, Techno and House;;;
irish drill;Rap and Hip-Hop;;;
kentucky punk;Rock;;;
christian a cappella;Utility;;;
cdmx indie;Pop;;;
pop costarricense;Pop;;;
himachali pop;Pop;;;
blaskapelle;Utility;;;
rap paranaense;Rap and Hip-Hop;;;
musica popular uruguaya;Pop;;;
neofolk;Folk;;;
swedish stoner rock;Rock;;;
spanish indie folk;Folk;;;
blues latinoamericano;Jazz;;;
deep gothic post-punk;Rock;;;
mega funk;R&B;;;
finnish classical;Classical;;;
goregrind;Heavy Metal;;;
gengetone;Rap and Hip-Hop;;;
afro-funk;R&B;;;
chamber folk;Folk;;;
spanish folk;Folk;;;
downtempo deathcore;Heavy Metal;;;
orchestral performance;Classical;;;
danish indie;Pop;;;
abstract;Not_assignable;;;
jackin' house;Dance Music, Techno and House;;;
canadian blues;Jazz;;;
college a cappella;Not_assignable;;;
elektropunk;Rock;;;
chinese indie rock;Rock;;;
spanish electronic;Dance Music, Techno and House;;;
polish death metal;Heavy Metal;;;
psychedelic punk;Rock;;;
cyber metal;Heavy Metal;;;
japanese ska;Reggae;;;
classic romanian pop;Pop;;;
comedie musicale;Not_assignable;;;
guatemalan pop;Pop;;;
russian heavy metal;Heavy Metal;;;
greek house;Dance Music, Techno and House;;;
folklore chileno;Utility;;;
swing italiano;Jazz;;;
palestinian pop;Pop;;;
norsk lovsang;Utility;;;
ensemble stars;Not_assignable;;;
san antonio rap;Rap and Hip-Hop;;;
piano mpb;Pop;;;
spiritual jazz;Jazz;;;
alberta hip hop;Rap and Hip-Hop;;;
tropical tecladista;Not_assignable;;;
afro-cuban percussion;Utility;;;
congolese gospel;Utility;;;
chakra;Rock;;;
bush ballad;Utility;;;
british post-rock;Rock;;;
utah indie;Pop;;;
birmingham indie;Pop;;;
ostrock;Rock;;;
jersey club;Dance Music, Techno and House;;;
lithuanian hip hop;Rap and Hip-Hop;;;
reggae peruano;Reggae;;;
nwothm;Heavy Metal;;;
nz children's music;Not_assignable;;;
bandoneon;Not_assignable;;;
portuguese indie;Pop;;;
griot;Rap and Hip-Hop;;;
norwegian punk rock;Rock;;;
norrlandsk hip hop;Rap and Hip-Hop;;;
japanese dream pop;Pop;;;
musica santomense;Utility;;;
tape club;Not_assignable;;;
string folk;Folk;;;
norwegian house;Dance Music, Techno and House;;;
experimental jazz;Jazz;;;
malang indie;Pop;;;
classic anime;Utility;;;
mantra;Not_assignable;;;
varmland rock;Rock;;;
dublin indie;Pop;;;
memphis americana;Not_assignable;;;
polish black metal;Heavy Metal;;;
breakcore;Dance Music, Techno and House;;;
italian folk metal;Heavy Metal;;;
slack-key guitar;Not_assignable;;;
west australian hip hop;Rap and Hip-Hop;;;
psalmen;Utility;;;
baiao;Latin American music;;;
newcastle indie;Pop;;;
grebo;Utility;;;
hinos ccb;Not_assignable;;;
focus trance;Dance Music, Techno and House;;;
slow game;Not_assignable;;;
math pop;Pop;;;
orebro indie;Pop;;;
sound effects;Not_assignable;;;
australian ambient;Downtempo and Ambient;;;
japanese beats;Lo-Fi;;;
hard techno;Dance Music, Techno and House;;;
buffalo ny indie;Pop;;;
technical brutal death metal;Heavy Metal;;;
canadian hardcore;Rock;;;
ok indie;Pop;;;
swedish rockabilly;Rock;;;
melodipop;Pop;;;
indie siciliano;Pop;;;
southern americana;Not_assignable;;;
cincinnati indie;Pop;;;
library music;Not_assignable;;;
zikir;Not_assignable;;;
classic progressive house;Dance Music, Techno and House;;;
japanese heavy metal;Heavy Metal;;;
musica tropical guatemalteca;Latin American music;;;
british country;Country;;;
chinese talent show;Not_assignable;;;
polish synthpop;Pop;;;
dansei seiyu;Not_assignable;;;
garage punk;Rock;;;
dub reggae;Reggae;;;
new wave of glam metal;Heavy Metal;;;
indie shoegaze;Rock;;;
rockabilly en espanol;Rock;;;
classic italian folk pop;Pop;;;
windsor on indie;Pop;;;
hungarian punk;Rock;;;
guinean pop;Pop;;;
polynesian hip hop;Rap and Hip-Hop;;;
schranz;Dance Music, Techno and House;;;
classic luk thung;Utility;;;
vaqueiro;Not_assignable;;;
electro trash;Rock;;;
nova musica paulista;Utility;;;
japanese contemporary classical;Classical;;;
british choir;Not_assignable;;;
austrian dnb;Dance Music, Techno and House;;;
apostolic worship;Utility;;;
mallsoft;Pop;;;
japanese experimental;Not_assignable;;;
argentine indie rock;Rock;;;
detskie pesni;Not_assignable;;;
audiophile vocal;Not_assignable;;;
japanese indie folk;Folk;;;
classic hungarian rock;Rock;;;
chabad niggunim;Not_assignable;;;
plugg francais;Rap and Hip-Hop;;;
harp;Not_assignable;;;
british death metal;Heavy Metal;;;
nz dnb;Dance Music, Techno and House;;;
truck-driving country;Country;;;
taiwan campus folk;Folk;;;
croatian hip hop;Rap and Hip-Hop;;;
cape verdean folk;Folk;;;
modern enka;Utility;;;
melodic black metal;Heavy Metal;;;
icelandic hip hop;Rap and Hip-Hop;;;
irish neo-traditional;Country;;;
lexington ky indie;Pop;;;
greek downtempo;Downtempo and Ambient;;;
danish techno;Dance Music, Techno and House;;;
deathrock;Rock;;;
cosmic post-rock;Rock;;;
italian gothic metal;Heavy Metal;;;
acid jazz;Jazz;;;
canadian indigenous;Utility;;;
speedcore;Dance Music, Techno and House;;;
er ge;Folk;;;
junior eurovision;Not_assignable;;;
jazz brass;Jazz;;;
japanese blues;Jazz;;;
jazzy dnb;Dance Music, Techno and House;;;
visor;Folk;;;
italo house;Dance Music, Techno and House;;;
violin;Not_assignable;;;
musica jibara;Utility;;;
stomp and whittle;Rock;;;
polca paraguaya;Utility;;;
musica cabo-verdiana;Utility;;;
shabad;Not_assignable;;;
virginia punk;Rock;;;
moog;Not_assignable;;;
classic azeri pop;Pop;;;
kora;Not_assignable;;;
guided meditation;Not_assignable;;;
polish blues;Jazz;;;
baltic classical;Classical;;;
hamburger schule;Pop;;;
new orleans indie;Pop;;;
gothabilly;Industrial and Gothic;;;
old west;Country;;;
ragga jungle;Dance Music, Techno and House;;;
samurai trap;Rap and Hip-Hop;;;
keroncong;Folk;;;
viral pop brasileiro;Pop;;;
kwaito;Utility;;;
southampton indie;Pop;;;
gulf hip hop;Rap and Hip-Hop;;;
rap portuense;Rap and Hip-Hop;;;
italian gothic;Industrial and Gothic;;;
portland punk;Rock;;;
semba;Latin American music;;;
western mass indie;Pop;;;
oaxaca indie;Pop;;;
classic japanese jazz;Jazz;;;
swamp blues;Jazz;;;
dirty texas rap;Rap and Hip-Hop;;;
austin hip hop;Rap and Hip-Hop;;;
tibetan pop;Pop;;;
coupe-decale;Utility;;;
gyerekdalok;Not_assignable;;;
raggatek;Reggae;;;
darkstep;Dance Music, Techno and House;;;
malaysian tamil pop;Pop;;;
ska catala;Reggae;;;
punk euskera;Rock;;;
world chill;Lo-Fi;;;
grimewave;Dance Music, Techno and House;;;
festigal;Not_assignable;;;
rap underground colombiano;Rap and Hip-Hop;;;
brazilian ska;Reggae;;;
dark folk;Folk;;;
free improvisation;Jazz;;;
long island punk;Rock;;;
columbus ohio indie;Pop;;;
paidika tragoudia;Not_assignable;;;
shojo;Not_assignable;;;
berlin minimal techno;Dance Music, Techno and House;;;
palestinian hip hop;Rap and Hip-Hop;;;
t-pop girl group;Pop;;;
uk82;Rock;;;
forro gospel;Utility;;;
dub brasileiro;Reggae;;;
uk dub;Reggae;;;
black 'n' roll;Heavy Metal;;;
taiwan rock;Rock;;;
experimental folk;Folk;;;
cleveland metal;Heavy Metal;;;
guitarra andina;Not_assignable;;;
modern progressive rock;Rock;;;
finnish reggae;Reggae;;;
musica catarinense;Utility;;;
little rock indie;Pop;;;
spanish techno;Dance Music, Techno and House;;;
slavic folk metal;Heavy Metal;;;
chinese traditional;Utility;;;
spanish post-punk;Rock;;;
viking black metal;Heavy Metal;;;
norwegian americana;Not_assignable;;;
turkish classical;Classical;;;
american primitive;Folk;;;
graz indie;Pop;;;
phleng phuea chiwit;Folk;;;
louisiana metal;Heavy Metal;;;
norrbotten indie;Pop;;;
hungarian metal;Heavy Metal;;;
belgian indie rock;Rock;;;
touken ranbu;Not_assignable;;;
musica eletronica gospel;Utility;;;
russian techno;Dance Music, Techno and House;;;
folklore nuevo argentino;Utility;;;
comedienne;Not_assignable;;;
dutch disney;Not_assignable;;;
action rock;Rock;;;
korean worship;Utility;;;
rap pernambucano;Rap and Hip-Hop;;;
rabindra sangeet;Utility;;;
karaoke;Not_assignable;;;
cueca chilena;Latin American music;;;
croatian indie;Pop;;;
russian emo;Rock;;;
multidisciplinary;Not_assignable;;;
anglican liturgy;Not_assignable;;;
polish prog;Rock;;;
russian shoegaze;Rock;;;
berlin school;Dance Music, Techno and House;;;
villancicos;Utility;;;
musicas espiritas;Utility;;;
swiss folk;Folk;;;
solipsynthm;Pop;;;
brazilian modern jazz;Jazz;;;
usbm;Not_assignable;;;
austrian metal;Heavy Metal;;;
marimba orquesta;Not_assignable;;;
thall;Heavy Metal;;;
dallas indie;Pop;;;
taiwan graduation song;Utility;;;
kyrgyz hip hop;Rap and Hip-Hop;;;
bouzouki;Rock;;;
brazilian power metal;Heavy Metal;;;
histoire pour enfants;Not_assignable;;;
bruneian pop;Pop;;;
pennsylvania hardcore;Not_assignable;;;
dubsteppe;Dance Music, Techno and House;;;
jazz harp;Jazz;;;
muzica crestina;Utility;;;
christian power metal;Heavy Metal;;;
arab groove;Jazz;;;
italian electronica;Dance Music, Techno and House;;;
flemish folk;Folk;;;
swing revival;Jazz;;;
rock curitibano;Rock;;;
kermis;Not_assignable;;;
warm drone;Downtempo and Ambient;;;
greek swing;Jazz;;;
musica andina colombiana;Latin American music;;;
japanese psychedelic;Rock;;;
footwork;Dance Music, Techno and House;;;
idaho indie;Pop;;;
lagu sunda;Pop;;;
british math rock;Rock;;;
halifax indie;Pop;;;
sami;Utility;;;
persian traditional;Utility;;;
louvor icm;Not_assignable;;;
indie electronica;Dance Music, Techno and House;;;
armenian folk;Folk;;;
swedish folk pop;Pop;;;
anime cv;Not_assignable;;;
canterbury scene;Rock;;;
dutch moombahton;Dance Music, Techno and House;;;
classic korean pop;Pop;;;
rock of gibraltar;Rock;;;
canadian underground hip hop;Rap and Hip-Hop;;;
portland metal;Heavy Metal;;;
mandible;Downtempo and Ambient;;;
korean superband;Not_assignable;;;
italian contemporary jazz;Jazz;;;
bemani;Not_assignable;;;
samoan pop;Pop;;;
mexican son;Latin American music;;;
modern swing;Jazz;;;
deep progressive rock;Rock;;;
yoga;Not_assignable;;;
czech country;Country;;;
folclore jujeno;Utility;;;
new weird finland;Latin American music;;;
nuevo tango;Latin American music;;;
sonora indie;Pop;;;
haitian gospel;Utility;;;
sinhala rap;Rap and Hip-Hop;;;
chinese worship;Utility;;;
stockholm indie;Pop;;;
electronica chilena;Dance Music, Techno and House;;;
punk catala;Rock;;;
russian dnb;Dance Music, Techno and House;;;
zimdancehall;Reggae;;;
oud;Not_assignable;;;
svensk lovsang;Not_assignable;;;
viet lo-fi;Lo-Fi;;;
dub punk;Rock;;;
danish singer-songwriter;Not_assignable;;;
montenegrin pop;Pop;;;
spanish prog;Rock;;;
disney portugues brasil;Not_assignable;;;
bali indie;Pop;;;
tuareg guitar;Utility;;;
swedish techno;Dance Music, Techno and House;;;
latvian hip hop;Rap and Hip-Hop;;;
czech folk rock;Rock;;;
japanese edm;Dance Music, Techno and House;;;
israeli jazz;Jazz;;;
classic punjabi pop;Pop;;;
uk christian rap;Rap and Hip-Hop;;;
batida;Dance Music, Techno and House;;;
dominican indie;Pop;;;
musica infantil catala;Not_assignable;;;
dark hardcore;Dance Music, Techno and House;;;
peruvian punk;Rock;;;
burmese pop;Pop;;;
rosario indie;Pop;;;
mississippi indie;Pop;;;
worcester ma indie;Pop;;;
benga;Utility;;;
spirituals;Utility;;;
western swing;Jazz;;;
armenian hip hop;Rap and Hip-Hop;;;
norwegian space disco;Dance Music, Techno and House;;;
psydub;Dance Music, Techno and House;;;
cosmic death metal;Heavy Metal;;;
deep liquid bass;Dance Music, Techno and House;;;
charango;Not_assignable;;;
swiss reggae;Reggae;;;
indian electronic;Dance Music, Techno and House;;;
euroska;Reggae;;;
hard house;Dance Music, Techno and House;;;
japanese vocal jazz;Jazz;;;
australian comedy;Not_assignable;;;
greek contemporary classical;Classical;;;
british industrial;Industrial and Gothic;;;
japanese electronic;Dance Music, Techno and House;;;
tunantada;Utility;;;
indonesian psychedelia;Rock;;;
dub metal;Heavy Metal;;;
spanish rockabilly;Rock;;;
kannada hip hop;Rap and Hip-Hop;;;
neapolitan funk;R&B;;;
polyphony;Not_assignable;;;
powerviolence;Rock;;;
acidcore;Dance Music, Techno and House;;;
finnish new wave;Rock;;;
beatdown;Heavy Metal;;;
belgian modern jazz;Jazz;;;
musica nortena chilena;Utility;;;
newfoundland indie;Pop;;;
rock en asturiano;Rock;;;
electro bailando;Dance Music, Techno and House;;;
alpine yodeling;Utility;;;
swiss indie folk;Folk;;;
rap galego;Rap and Hip-Hop;;;
indonesian edm;Dance Music, Techno and House;;;
early reggae;Reggae;;;
chinese jazz;Jazz;;;
ilahiler;Utility;;;
spytrack;Not_assignable;;;
british grindcore;Heavy Metal;;;
harpsichord;Not_assignable;;;
minimal dnb;Dance Music, Techno and House;;;
disney italiano;Not_assignable;;;
bulgarian rock;Rock;;;
german prog;Rock;;;
polish indie rock;Rock;;;
japanese house;Dance Music, Techno and House;;;
hyperpop italiano;Pop;;;
kansas hip hop;Rap and Hip-Hop;;;
football;Not_assignable;;;
musica popular amazonense;Pop;;;
ohio indie;Pop;;;
american grindcore;Heavy Metal;;;
american 21st century classical;Classical;;;
gqom;Dance Music, Techno and House;;;
chant religieux;Utility;;;
irish dance;Dance Music, Techno and House;;;
bomba y plena;Utility;;;
puerto rican indie;Pop;;;
ottawa indie;Pop;;;
reggae mexicano;Reggae;;;
ambient trance;Dance Music, Techno and House;;;
swiss house;Dance Music, Techno and House;;;
psybass;Dance Music, Techno and House;;;
neo-kraut;Rock;;;
plunderphonics;Not_assignable;;;
rap guarulhense;Rap and Hip-Hop;;;
purple sound;Dance Music, Techno and House;;;
beach music;Not_assignable;;;
early music ensemble;Classical;;;
deep soft rock;Rock;;;
italian renaissance;Classical;;;
chamber orchestra;Classical;;;
trio huasteco;Utility;;;
nephop;Rap and Hip-Hop;;;
turkish reggae;Reggae;;;
indonesian metal;Heavy Metal;;;
rap metal espanol;Heavy Metal;;;
sega;Pop;;;
neru;Not_assignable;;;
austin singer-songwriter;Not_assignable;;;
venda pop;Pop;;;
macross;Not_assignable;;;
gospel reggae;Reggae;;;
jewish hip hop;Rap and Hip-Hop;;;
folklore uruguayo;Utility;;;
tucson indie;Pop;;;
bible;Utility;;;
depressive black metal;Heavy Metal;;;
death 'n' roll;Heavy Metal;;;
cook islands pop;Pop;;;
brazilian percussion;Not_assignable;;;
south african choral;Utility;;;
nordic ambient;Dance Music, Techno and House;;;
asakaa;Rap and Hip-Hop;;;
texas punk;Rock;;;
deep liquid;Dance Music, Techno and House;;;
musica nublensina;Not_assignable;;;
german pagan metal;Heavy Metal;;;
fast melodic punk;Rock;;;
belgian dnb;Dance Music, Techno and House;;;
finnish pop punk;Rock;;;
hungarian underground rap;Rap and Hip-Hop;;;
musica crista reformada;Utility;;;
psicodelia chilena;Rock;;;
indie folk argentino;Folk;;;
christian dance;Dance Music, Techno and House;;;
vogue;Not_assignable;;;
slam death metal;Heavy Metal;;;
stl indie;Pop;;;
deep acoustic pop;Pop;;;
experimental electronic;Dance Music, Techno and House;;;
deep flow;Dance Music, Techno and House;;;
kuduro;Dance Music, Techno and House;;;
amharic pop;Pop;;;
laulaja-lauluntekija;Not_assignable;;;
folklore venezolano;Utility;;;
french black metal;Heavy Metal;;;
ukulele;Not_assignable;;;
musique comorienne;Utility;;;
british dance band;Jazz;;;
stateside dnb;Dance Music, Techno and House;;;
czech metal;Heavy Metal;;;
detroit indie;Pop;;;
deep ragga;Not_assignable;;;
kazakh indie;Pop;;;
reiki;Not_assignable;;;
